,Dow,Tod,SpeedLike
1053,6.0,69633,1
1054,6.0,70833,5
1055,6.0,72033,1
1056,6.0,73234,2
1057,6.0,74434,3
1058,6.0,75634,1
1059,6.0,76835,3
1060,6.0,78035,0
1061,6.0,79235,0
1062,6.0,80436,2
1063,6.0,81636,3
1064,6.0,82836,0
1065,6.0,84037,0
1066,6.0,85237,0
1067,0.0,37,0
1068,0.0,1238,0
1069,0.0,2438,1
1070,0.0,3638,0
1071,0.0,4839,1
1072,0.0,6039,0
1073,0.0,7239,0
1074,0.0,8442,0
1075,0.0,9642,0
1076,0.0,10843,1
1077,0.0,12043,0
1078,0.0,13243,0
1079,0.0,14444,0
1080,0.0,15644,0
1081,0.0,16844,0
1082,0.0,18045,2
1083,0.0,19245,0
1084,0.0,20445,1
1085,0.0,21645,1
1086,0.0,22846,0
1087,0.0,24046,0
1088,0.0,25246,0
1089,0.0,26446,0
1090,0.0,27647,0
1091,0.0,28847,1
1092,0.0,30047,0
1093,0.0,31248,0
1094,0.0,32448,0
1095,0.0,33648,1
1096,0.0,34849,0
1097,0.0,36049,0
1098,0.0,37249,0
1099,0.0,38450,0
1100,0.0,39650,0
1101,0.0,40850,0
1102,0.0,42051,0
1103,0.0,43251,0
1104,0.0,44452,0
1105,0.0,45652,0
1106,0.0,46852,0
1107,0.0,48053,1
1108,0.0,49253,0
1109,0.0,50453,1
1110,0.0,51654,0
1111,0.0,52854,0
1112,0.0,54054,0
1113,0.0,55255,0
1114,0.0,56455,1
1115,0.0,57655,0
1116,0.0,58856,0
1117,0.0,60056,0
1118,0.0,61256,0
1119,0.0,62457,0
1120,0.0,63657,0
1121,0.0,64857,1
1122,0.0,66058,0
1123,0.0,67258,0
1124,0.0,68458,0
1125,0.0,69659,0
1126,0.0,70859,0
1127,0.0,72059,0
1128,0.0,73260,0
1129,0.0,74460,1
1130,0.0,75660,0
1131,0.0,76861,1
1132,0.0,78061,0
1133,0.0,79261,1
1134,0.0,80462,0
1135,0.0,81662,0
1136,0.0,82862,0
1137,0.0,84063,0
1138,0.0,85263,0
1139,1.0,63,0
1140,1.0,1264,0
1141,1.0,2464,0
1142,1.0,3665,0
1143,1.0,4865,0
1144,1.0,6065,0
1145,1.0,7266,0
1146,1.0,8466,0
1147,1.0,9666,0
1148,1.0,10867,0
1149,1.0,12067,0
1150,1.0,13267,0
1151,1.0,14468,0
1152,1.0,15668,0
1153,1.0,16868,0
1154,1.0,18069,0
1155,1.0,19269,0
1156,1.0,20469,0
1157,1.0,21670,0
1158,1.0,22870,0
1159,1.0,24071,0
1160,1.0,25271,0
1161,1.0,26471,0
1162,1.0,27671,1
1163,1.0,28872,0
1164,1.0,30072,0
1165,1.0,31272,0
1166,1.0,32473,0
1167,1.0,33673,0
1168,1.0,34873,0
1169,1.0,36074,0
1170,1.0,37274,0
1171,1.0,38474,0
1172,1.0,39675,0
1173,1.0,40875,0
1174,1.0,42075,0
1175,1.0,43276,0
1176,1.0,44476,1
1177,1.0,45677,0
1178,1.0,46877,0
1179,6.0,68432,17
1180,6.0,69633,16
1181,6.0,70833,11
1182,6.0,72033,9
1183,6.0,73234,11
1184,6.0,74434,9
1185,6.0,75634,11
1186,6.0,76835,5
1187,6.0,78035,4
1188,6.0,79235,1
1189,6.0,80436,9
1190,6.0,81636,3
1191,6.0,82836,4
1192,6.0,84037,0
1193,6.0,85237,2
1194,0.0,37,0
1195,0.0,1238,0
1196,0.0,2438,1
1197,0.0,3638,0
1198,0.0,4839,0
1199,0.0,6039,0
1200,0.0,7239,0
1201,0.0,8442,0
1202,0.0,9642,0
1203,0.0,10843,2
1204,0.0,12043,1
1205,0.0,13243,0
1206,0.0,14444,0
1207,0.0,15644,1
1208,0.0,16844,0
1209,0.0,18045,2
1210,0.0,19245,1
1211,0.0,20445,1
1212,0.0,21645,1
1213,0.0,22846,1
1214,0.0,24046,1
1215,0.0,25246,1
1216,0.0,26446,3
1217,0.0,27647,2
1218,0.0,28847,2
1219,0.0,30047,0
1220,0.0,31248,0
1221,0.0,32448,0
1222,0.0,33648,2
1223,0.0,34849,1
1224,0.0,36049,1
1225,0.0,37249,0
1226,0.0,38450,0
1227,0.0,39650,1
1228,0.0,40850,0
1229,0.0,42051,0
1230,0.0,43251,0
1231,0.0,44452,0
1232,0.0,45652,0
1233,0.0,46852,1
1234,0.0,48053,0
1235,0.0,49253,0
1236,0.0,50453,2
1237,0.0,51654,1
1238,0.0,52854,1
1239,0.0,54054,0
1240,0.0,55255,0
1241,0.0,56455,1
1242,0.0,57655,0
1243,0.0,58856,0
1244,0.0,60056,0
1245,0.0,61256,0
1246,0.0,62457,0
1247,0.0,63657,0
1248,0.0,64857,0
1249,0.0,66058,0
1250,0.0,67258,0
1251,0.0,68458,0
1252,0.0,69659,0
1253,0.0,70859,0
1254,0.0,72059,0
1255,0.0,73260,0
1256,0.0,74460,1
1257,0.0,75660,0
1258,0.0,76861,1
1259,0.0,78061,0
1260,0.0,79261,1
1261,0.0,80462,0
1262,0.0,81662,0
1263,0.0,82862,0
1264,0.0,84063,0
1265,0.0,85263,0
1266,1.0,63,0
1267,1.0,1264,0
1268,1.0,2464,0
1269,1.0,3665,0
1270,1.0,4865,0
1271,1.0,6065,0
1272,1.0,7266,0
1273,1.0,8466,0
1274,1.0,9666,0
1275,1.0,10867,0
1276,1.0,12067,0
1277,1.0,13267,0
1278,1.0,14468,0
1279,1.0,15668,0
1280,1.0,16868,0
1281,1.0,18069,0
1282,1.0,19269,0
1283,1.0,20469,0
1284,1.0,21670,0
1285,1.0,22870,0
1286,1.0,24071,0
1287,1.0,25271,0
1288,1.0,26471,0
1289,1.0,27671,1
1290,1.0,28872,0
1291,1.0,30072,0
1292,1.0,31272,0
1293,1.0,32473,0
1294,1.0,33673,0
1295,1.0,34873,0
1296,1.0,36074,0
1297,1.0,37274,0
1298,1.0,38474,0
1299,1.0,39675,1
1300,1.0,40875,0
1301,1.0,42075,0
1302,1.0,43276,0
1303,1.0,44476,1
1304,1.0,45677,0
1305,1.0,46877,0
1306,1.0,48077,0
1307,1.0,49277,0
1308,1.0,50478,0
1309,1.0,51678,0
1310,1.0,52879,0
1311,1.0,54079,0
1312,1.0,55279,0
1313,1.0,56480,0
1314,1.0,57680,0
1315,1.0,58881,0
1316,1.0,60081,0
1317,1.0,61281,0
1318,1.0,62482,0
1319,1.0,63682,0
1320,1.0,64882,0
1321,1.0,66083,0
1322,1.0,67283,0
1323,6.0,63631,9
1324,6.0,64831,28
1325,6.0,66032,10
1326,6.0,67232,10
1327,6.0,68432,12
1328,6.0,69633,1
1329,6.0,70833,5
1330,6.0,72033,2
1331,6.0,73234,6
1332,6.0,74434,5
1333,6.0,75634,3
1334,6.0,76835,2
1335,6.0,78035,2
1336,6.0,79235,2
1337,6.0,80436,5
1338,6.0,81636,2
1339,6.0,82836,2
1340,6.0,84037,1
1341,6.0,85237,1
1342,0.0,37,0
1343,0.0,1238,0
1344,0.0,2438,0
1345,0.0,3638,0
1346,0.0,4839,0
1347,0.0,6039,0
1348,0.0,7239,0
1349,0.0,8442,0
1350,0.0,9642,0
1351,0.0,10843,1
1352,0.0,12043,0
1353,0.0,13243,0
1354,0.0,14444,0
1355,0.0,15644,1
1356,0.0,16844,0
1357,0.0,18045,1
1358,0.0,19245,0
1359,0.0,20445,1
1360,0.0,21645,0
1361,0.0,22846,0
1362,0.0,24046,0
1363,0.0,25246,1
1364,0.0,26446,0
1365,0.0,27647,0
1366,0.0,28847,1
1367,0.0,30047,0
1368,0.0,31248,0
1369,0.0,32448,0
1370,0.0,33648,1
1371,0.0,34849,0
1372,0.0,36049,2
1373,0.0,37249,0
1374,0.0,38450,0
1375,0.0,39650,0
1376,0.0,40850,1
1377,0.0,42051,0
1378,0.0,43251,0
1379,0.0,44452,0
1380,0.0,45652,0
1381,0.0,46852,1
1382,0.0,48053,0
1383,0.0,49253,0
1384,0.0,50453,2
1385,0.0,51654,0
1386,0.0,52854,0
1387,0.0,54054,0
1388,0.0,55255,0
1389,0.0,56455,1
1390,0.0,57655,0
1391,0.0,58856,0
1392,0.0,60056,0
1393,0.0,61256,0
1394,0.0,62457,0
1395,0.0,63657,0
1396,0.0,64857,0
1397,0.0,66058,0
1398,0.0,67258,0
1399,0.0,68458,0
1400,0.0,69659,0
1401,0.0,70859,0
1402,0.0,72059,0
1403,0.0,73260,0
1404,0.0,74460,1
1405,0.0,75660,0
1406,0.0,76861,1
1407,0.0,78061,0
1408,0.0,79261,1
1409,0.0,80462,0
1410,0.0,81662,0
1411,0.0,82862,0
1412,0.0,84063,0
1413,0.0,85263,0
1414,1.0,63,0
1415,1.0,1264,0
1416,1.0,2464,0
1417,1.0,3665,0
1418,1.0,4865,0
1419,1.0,6065,0
1420,1.0,7266,0
1421,1.0,8466,0
1422,1.0,9666,0
1423,1.0,10867,0
1424,1.0,12067,0
1425,1.0,13267,0
1426,1.0,14468,0
1427,1.0,15668,0
1428,1.0,16868,0
1429,1.0,18069,0
1430,1.0,19269,0
1431,1.0,20469,0
1432,1.0,21670,0
1433,1.0,22870,0
1434,1.0,24071,0
1435,1.0,25271,0
1436,1.0,26471,0
1437,1.0,27671,1
1438,1.0,28872,0
1439,1.0,30072,0
1440,1.0,31272,0
1441,1.0,32473,0
1442,1.0,33673,0
1443,1.0,34873,0
1444,1.0,36074,0
1445,1.0,37274,0
1446,1.0,38474,0
1447,1.0,39675,1
1448,1.0,40875,0
1449,1.0,42075,0
1450,1.0,43276,0
1451,1.0,44476,1
1452,1.0,45677,0
1453,1.0,46877,0
1454,1.0,48077,0
1455,1.0,49277,0
1456,1.0,50478,0
1457,1.0,51678,0
1458,1.0,52879,0
1459,1.0,54079,0
1460,1.0,55279,0
1461,1.0,56480,0
1462,1.0,57680,0
1463,1.0,58881,0
1464,1.0,60081,0
1465,1.0,61281,0
1466,1.0,62482,0
1467,0.0,28847,27
1468,0.0,30047,11
1469,0.0,31248,8
1470,0.0,32448,3
1471,0.0,33648,4
1472,0.0,34849,4
1473,0.0,36049,6
1474,0.0,37249,3
1475,0.0,38450,6
1476,0.0,39650,4
1477,0.0,40850,4
1478,0.0,42051,1
1479,0.0,43251,2
1480,0.0,44452,1
1481,0.0,45652,3
1482,0.0,46852,1
1483,0.0,48053,2
1484,0.0,49253,1
1485,0.0,50453,3
1486,0.0,51654,1
1487,0.0,52854,1
1488,0.0,54054,1
1489,0.0,55255,1
1490,0.0,56455,2
1491,0.0,57655,1
1492,0.0,58856,2
1493,0.0,60056,0
1494,0.0,61256,0
1495,0.0,62457,0
1496,0.0,63657,0
1497,0.0,64857,1
1498,0.0,66058,1
1499,0.0,67258,0
1500,0.0,68458,1
1501,0.0,69659,0
1502,0.0,70859,1
1503,0.0,72059,1
1504,0.0,73260,0
1505,0.0,74460,1
1506,0.0,75660,0
1507,0.0,76861,2
1508,0.0,78061,1
1509,0.0,79261,2
1510,0.0,80462,0
1511,0.0,81662,0
1512,0.0,82862,1
1513,0.0,84063,0
1514,0.0,85263,1
1515,1.0,63,0
1516,1.0,1264,0
1517,1.0,2464,0
1518,1.0,3665,0
1519,1.0,4865,0
1520,1.0,6065,0
1521,1.0,7266,0
1522,1.0,8466,0
1523,1.0,9666,0
1524,1.0,10867,0
1525,1.0,12067,0
1526,1.0,13267,0
1527,1.0,14468,0
1528,1.0,15668,0
1529,1.0,16868,0
1530,1.0,18069,0
1531,1.0,19269,0
1532,1.0,20469,0
1533,1.0,21670,0
1534,1.0,22870,0
1535,1.0,24071,0
1536,1.0,25271,0
1537,1.0,26471,0
1538,1.0,27671,1
1539,1.0,28872,0
1540,1.0,30072,0
1541,1.0,31272,0
1542,1.0,32473,0
1543,1.0,33673,0
1544,1.0,34873,0
1545,1.0,36074,0
1546,1.0,37274,0
1547,1.0,38474,1
1548,1.0,39675,1
1549,1.0,40875,0
1550,1.0,42075,0
1551,1.0,43276,0
1552,1.0,44476,1
1553,1.0,45677,0
1554,1.0,46877,0
1555,1.0,48077,0
1556,1.0,49277,0
1557,1.0,50478,0
1558,1.0,51678,0
1559,1.0,52879,0
1560,1.0,54079,0
1561,1.0,55279,0
1562,1.0,56480,0
1563,1.0,57680,0
1564,1.0,58881,0
1565,1.0,60081,0
1566,1.0,61281,0
1567,1.0,62482,0
1568,1.0,63682,0
1569,1.0,64882,0
1570,1.0,66083,0
1571,1.0,67283,0
1572,1.0,68483,1
1573,1.0,69684,1
1574,1.0,70884,0
1575,1.0,72084,0
1576,1.0,73285,0
1577,1.0,74485,0
1578,1.0,75685,0
1579,1.0,76886,0
1580,1.0,78086,0
1581,1.0,79287,1
1582,1.0,80487,0
1583,1.0,81688,0
1584,1.0,82888,0
1585,1.0,84088,0
1586,1.0,85289,0
1587,2.0,89,0
1588,2.0,1289,0
1589,2.0,2490,0
1590,2.0,3690,0
1591,2.0,4890,0
1592,2.0,6091,0
1593,2.0,7291,0
1594,2.0,8492,0
1595,2.0,9692,0
1596,2.0,10893,0
1597,2.0,12093,0
1598,2.0,13293,0
1599,2.0,14494,0
1600,2.0,15694,0
1601,2.0,16894,0
1602,2.0,18095,0
1603,2.0,19295,0
1604,2.0,20495,0
1605,2.0,21695,0
1606,2.0,22896,0
1607,2.0,24096,0
1608,2.0,25297,0
1609,2.0,26497,1
1610,2.0,27698,0
1611,2.0,43302,0
1612,2.0,44502,32
1613,2.0,45703,19
1614,2.0,46903,14
1615,2.0,48104,7
1616,2.0,49304,10
1617,2.0,50504,7
1618,2.0,51705,5
1619,2.0,52905,9
1620,2.0,54105,5
1621,2.0,55306,6
1622,2.0,56506,2
1623,2.0,57707,4
1624,2.0,58907,2
1625,2.0,60107,6
1626,2.0,61308,2
1627,2.0,62508,3
1628,2.0,63709,3
1629,2.0,64909,1
1630,2.0,66109,1
1631,2.0,67310,1
1632,2.0,68510,1
1633,2.0,69710,2
1634,2.0,70911,5
1635,2.0,72111,3
1636,2.0,73312,1
1637,2.0,74512,2
1638,2.0,75713,1
1639,2.0,76913,4
1640,2.0,78114,3
1641,2.0,79314,0
1642,2.0,80515,1
1643,2.0,81715,3
1644,2.0,82915,1
1645,2.0,84116,0
1646,2.0,85316,0
1647,3.0,116,0
1648,3.0,1317,0
1649,3.0,2517,0
1650,3.0,3718,0
1651,3.0,4918,0
1652,3.0,6118,0
1653,3.0,7319,1
1654,3.0,8519,0
1655,3.0,9720,0
1656,3.0,10920,1
1657,3.0,12120,1
1658,3.0,13321,0
1659,3.0,14521,1
1660,3.0,15721,1
1661,3.0,16922,1
1662,3.0,18122,1
1663,3.0,19322,0
1664,3.0,20523,0
1665,3.0,21723,0
1666,3.0,22923,0
1667,3.0,24124,0
1668,3.0,25324,0
1669,3.0,26524,0
1670,3.0,27725,0
1671,3.0,28925,0
1672,3.0,30126,0
1673,3.0,31326,0
1674,3.0,32527,1
1675,3.0,33727,0
1676,3.0,34928,0
1677,3.0,36128,0
1678,3.0,37329,0
1679,3.0,38529,0
1680,3.0,39729,1
1681,3.0,40929,0
1682,3.0,42130,0
1683,3.0,43330,2
1684,3.0,44530,0
1685,3.0,45731,0
1686,3.0,46931,0
1687,3.0,48131,0
1688,3.0,49332,0
1689,3.0,50533,1
1690,3.0,51733,0
1691,3.0,52934,0
1692,3.0,54134,0
1693,3.0,55334,0
1694,3.0,56535,0
1695,3.0,57736,1
1696,3.0,58936,0
1697,3.0,60136,0
1698,3.0,61337,0
1699,3.0,62537,0
1700,3.0,63738,0
1701,3.0,64938,0
1702,3.0,66139,0
1703,3.0,67339,1
1704,3.0,68539,0
1705,3.0,69740,0
1706,3.0,70940,1
1707,3.0,72141,0
1708,3.0,73341,0
1709,3.0,74541,0
1710,3.0,75742,0
1711,3.0,76942,0
1712,3.0,78142,0
1713,3.0,79343,0
1714,3.0,80543,0
1715,3.0,81743,0
1716,3.0,82944,0
1717,3.0,84144,0
1718,3.0,85345,0
1719,4.0,145,0
1720,4.0,1345,0
1721,4.0,2546,0
1722,4.0,3746,0
1723,4.0,4946,0
1724,4.0,6147,0
1725,4.0,7347,0
1726,4.0,8547,0
1727,4.0,9748,0
1728,4.0,10948,0
1729,4.0,12149,0
1730,4.0,13349,0
1731,4.0,14549,0
1732,4.0,15750,0
1733,4.0,16950,0
1734,4.0,18150,0
1735,4.0,19351,0
1736,4.0,20551,0
1737,4.0,21751,0
1738,4.0,22952,0
1739,4.0,24152,0
1740,4.0,25352,0
1741,4.0,26553,0
1742,4.0,27753,0
1743,4.0,28954,0
1744,4.0,30154,0
1745,4.0,31355,0
1746,4.0,32555,0
1747,4.0,33755,0
1748,4.0,34956,0
1749,4.0,36156,0
1750,4.0,37356,0
1751,4.0,38556,0
1752,4.0,39757,0
1753,4.0,40957,1
1754,4.0,42158,0
1755,3.0,49332,13
1756,3.0,50533,22
1757,3.0,51733,17
1758,3.0,52934,11
1759,3.0,54134,8
1760,3.0,55334,14
1761,3.0,56535,7
1762,3.0,57736,8
1763,3.0,58936,7
1764,3.0,60136,3
1765,3.0,61337,7
1766,3.0,62537,4
1767,3.0,63738,4
1768,3.0,64938,6
1769,3.0,66139,3
1770,3.0,67339,5
1771,3.0,68539,1
1772,3.0,69740,2
1773,3.0,70940,1
1774,3.0,72141,3
1775,3.0,73341,4
1776,3.0,74541,6
1777,3.0,75742,1
1778,3.0,76942,1
1779,3.0,78142,4
1780,3.0,79343,2
1781,3.0,80543,3
1782,3.0,81743,0
1783,3.0,82944,0
1784,3.0,84144,0
1785,3.0,85345,0
1786,4.0,145,1
1787,4.0,1345,0
1788,4.0,2546,0
1789,4.0,3746,0
1790,4.0,4946,0
1791,4.0,6147,0
1792,4.0,7347,0
1793,4.0,8547,0
1794,4.0,9748,0
1795,4.0,10948,0
1796,4.0,12149,0
1797,4.0,13349,0
1798,4.0,14549,0
1799,4.0,15750,2
1800,4.0,16950,0
1801,4.0,18150,0
1802,4.0,19351,0
1803,4.0,20551,0
1804,4.0,21751,0
1805,4.0,22952,1
1806,4.0,24152,1
1807,4.0,25352,1
1808,4.0,26553,0
1809,4.0,27753,1
1810,4.0,28954,0
1811,4.0,30154,1
1812,4.0,31355,0
1813,4.0,32555,0
1814,4.0,33755,1
1815,4.0,34956,0
1816,4.0,36156,0
1817,4.0,37356,0
1818,4.0,38556,0
1819,4.0,39757,0
1820,4.0,40957,2
1821,4.0,42158,0
1822,4.0,43358,2
1823,4.0,44558,0
1824,4.0,45759,0
1825,4.0,46959,0
1826,4.0,48160,0
1827,4.0,49360,0
1828,4.0,50560,0
1829,4.0,51760,2
1830,4.0,52961,0
1831,4.0,54161,0
1832,4.0,55362,0
1833,4.0,56562,0
1834,4.0,57763,0
1835,4.0,58963,0
1836,4.0,60164,1
1837,4.0,61364,0
1838,4.0,62564,1
1839,4.0,63765,0
1840,4.0,64965,0
1841,4.0,66166,0
1842,4.0,67366,1
1843,4.0,68566,0
1844,4.0,69767,0
1845,4.0,70967,1
1846,4.0,72168,0
1847,4.0,73368,1
1848,4.0,74568,1
1849,4.0,75769,0
1850,4.0,76969,1
1851,4.0,78169,0
1852,4.0,79370,0
1853,4.0,80570,0
1854,4.0,81770,0
1855,4.0,82971,0
1856,4.0,84171,0
1857,4.0,85371,0
1858,5.0,172,0
1859,5.0,1372,0
1860,5.0,2572,0
1861,5.0,3773,0
1862,5.0,4973,0
1863,5.0,6173,0
1864,5.0,7374,0
1865,5.0,8574,0
1866,5.0,9775,0
1867,5.0,10975,0
1868,5.0,12175,0
1869,5.0,13376,0
1870,5.0,14576,0
1871,5.0,15776,0
1872,5.0,16977,0
1873,5.0,18177,0
1874,5.0,19377,0
1875,5.0,20577,1
1876,5.0,21778,0
1877,5.0,22978,0
1878,5.0,24179,1
1879,5.0,25379,0
1880,5.0,26579,0
1881,5.0,27779,0
1882,5.0,28980,0
1883,5.0,30180,0
1884,5.0,31381,0
1885,5.0,32581,0
1886,5.0,33782,0
1887,5.0,34982,0
1888,5.0,36182,0
1889,5.0,37383,0
1890,5.0,38583,0
1891,5.0,39784,0
1892,5.0,40984,2
1893,5.0,42184,0
1894,5.0,43385,0
1895,5.0,44585,1
1896,5.0,45785,0
1897,5.0,46986,0
1898,5.0,48186,1
1899,4.0,39757,24
1900,4.0,40957,26
1901,4.0,42158,15
1902,4.0,43358,8
1903,4.0,44558,11
1904,4.0,45759,6
1905,4.0,46959,5
1906,4.0,48160,4
1907,4.0,49360,5
1908,4.0,50560,7
1909,4.0,51760,2
1910,4.0,52961,0
1911,4.0,54161,2
1912,4.0,55362,4
1913,4.0,56562,1
1914,4.0,57763,5
1915,4.0,58963,0
1916,4.0,60164,2
1917,4.0,61364,3
1918,4.0,62564,0
1919,4.0,63765,2
1920,4.0,64965,1
1921,4.0,66166,3
1922,4.0,67366,2
1923,4.0,68566,2
1924,4.0,69767,0
1925,4.0,70967,2
1926,4.0,72168,0
1927,4.0,73368,4
1928,4.0,74568,0
1929,4.0,75769,3
1930,4.0,76969,2
1931,4.0,78169,1
1932,4.0,79370,1
1933,4.0,80570,0
1934,4.0,81770,0
1935,4.0,82971,0
1936,4.0,84171,0
1937,4.0,85371,2
1938,5.0,172,0
1939,5.0,1372,0
1940,5.0,2572,0
1941,5.0,3773,0
1942,5.0,4973,0
1943,5.0,6173,0
1944,5.0,7374,0
1945,5.0,8574,0
1946,5.0,9775,0
1947,5.0,10975,0
1948,5.0,12175,0
1949,5.0,13376,0
1950,5.0,14576,0
1951,5.0,15776,0
1952,5.0,16977,0
1953,5.0,18177,0
1954,5.0,19377,2
1955,5.0,20577,0
1956,5.0,21778,0
1957,5.0,22978,0
1958,5.0,24179,1
1959,5.0,25379,0
1960,5.0,26579,2
1961,5.0,27779,0
1962,5.0,28980,0
1963,5.0,30180,0
1964,5.0,31381,0
1965,5.0,32581,0
1966,5.0,33782,1
1967,5.0,34982,0
1968,5.0,36182,0
1969,5.0,37383,0
1970,5.0,38583,0
1971,5.0,39784,0
1972,5.0,40984,1
1973,5.0,42184,0
1974,5.0,43385,0
1975,5.0,44585,0
1976,5.0,45785,0
1977,5.0,46986,0
1978,5.0,48186,1
1979,5.0,49387,0
1980,5.0,50587,0
1981,5.0,51787,0
1982,5.0,52988,0
1983,5.0,54188,0
1984,5.0,55388,0
1985,5.0,56589,1
1986,5.0,57789,0
1987,5.0,58990,0
1988,5.0,60190,0
1989,5.0,61390,0
1990,5.0,62591,0
1991,5.0,63791,0
1992,5.0,64992,0
1993,5.0,66192,0
1994,5.0,67392,0
1995,5.0,68593,0
1996,5.0,69793,0
1997,5.0,70993,0
1998,5.0,72194,0
1999,5.0,73394,1
2000,5.0,74595,0
2001,5.0,75795,0
2002,5.0,76995,1
2003,5.0,78196,0
2004,5.0,79397,0
2005,5.0,80597,0
2006,5.0,81797,0
2007,5.0,82998,0
2008,5.0,84198,0
2009,5.0,85398,0
2010,6.0,199,1
2011,6.0,1399,1
2012,6.0,2600,0
2013,6.0,3800,0
2014,6.0,5000,0
2015,6.0,6201,0
2016,6.0,7401,0
2017,6.0,8601,0
2018,6.0,9802,0
2019,6.0,11002,0
2020,6.0,12202,0
2021,6.0,13403,0
2022,6.0,14603,0
2023,6.0,15804,0
2024,6.0,17004,0
2025,6.0,18204,0
2026,6.0,19405,0
2027,6.0,20605,0
2028,6.0,21806,0
2029,6.0,23006,0
2030,6.0,24207,0
2031,6.0,25407,0
2032,6.0,26607,0
2033,6.0,27808,0
2034,6.0,29009,0
2035,6.0,30209,1
2036,6.0,31409,0
2037,6.0,32609,0
2038,6.0,33810,0
2039,6.0,35010,0
2040,6.0,36211,0
2041,6.0,37411,0
2042,6.0,38611,1
